RMI,0,135.605,17563648,0,BinarySearch,lognormal_200M_uint32
RMI,1,131.753,4194304,0,BinarySearch,lognormal_200M_uint32
RMI,2,133.424,1835008,0,BinarySearch,lognormal_200M_uint32
RMI,3,205.765,393232,0,BinarySearch,lognormal_200M_uint32
RMI,4,225.505,196624,0,BinarySearch,lognormal_200M_uint32
RMI,5,263.649,98320,0,BinarySearch,lognormal_200M_uint32
RMI,6,363.494,24592,0,BinarySearch,lognormal_200M_uint32
RMI,7,446.31,12304,0,BinarySearch,lognormal_200M_uint32
RMI,8,527.498,6160,0,BinarySearch,lognormal_200M_uint32
RMI,9,648.421,3088,0,BinarySearch,lognormal_200M_uint32
RS,10,148.676,1074185532,1185791652,BinarySearch,lognormal_200M_uint32
RS,9,128.71,268879164,789025347,BinarySearch,lognormal_200M_uint32
RS,8,122.616,67552572,682269703,BinarySearch,lognormal_200M_uint32
RS,7,121.611,67552572,688823489,BinarySearch,lognormal_200M_uint32
RS,6,116.392,17220924,655075696,BinarySearch,lognormal_200M_uint32
RS,5,117.937,4638012,648083726,BinarySearch,lognormal_200M_uint32
RS,4,123.509,1492284,657737756,BinarySearch,lognormal_200M_uint32
RS,3,136.244,427116,653694357,BinarySearch,lognormal_200M_uint32
RS,2,136.125,387660,647471556,BinarySearch,lognormal_200M_uint32
RS,1,230.124,60828,648488912,BinarySearch,lognormal_200M_uint32
PGM,16,313.303,35600,1927991063,BinarySearch,lognormal_200M_uint32
PGM,4,236.871,73232,1800179957,BinarySearch,lognormal_200M_uint32
PGM,8,267.315,50640,1828365420,BinarySearch,lognormal_200M_uint32
PGM,32,359.12,25136,1913334205,BinarySearch,lognormal_200M_uint32
PGM,64,395.888,17744,1944095346,BinarySearch,lognormal_200M_uint32
PGM,256,465.798,8992,2057677510,BinarySearch,lognormal_200M_uint32
PGM,1024,554.532,4656,2211754587,BinarySearch,lognormal_200M_uint32
PGM,2048,601.842,3360,2289282778,BinarySearch,lognormal_200M_uint32
PGM,4096,669.333,2448,2358149070,BinarySearch,lognormal_200M_uint32
PGM,8192,740.64,1824,2491402966,BinarySearch,lognormal_200M_uint32
BTree,32,529.827,87075880,58370310,BinarySearch,lognormal_200M_uint32
BTree,1,697.235,2786395632,1863095742,BinarySearch,lognormal_200M_uint32
BTree,4,612.764,696599768,432455854,BinarySearch,lognormal_200M_uint32
BTree,16,536.876,174150608,77313132,BinarySearch,lognormal_200M_uint32
BTree,64,546.497,43538112,15576606,BinarySearch,lognormal_200M_uint32
BTree,128,536.269,21769360,7775710,BinarySearch,lognormal_200M_uint32
BTree,512,580.246,5443072,1812138,BinarySearch,lognormal_200M_uint32
BTree,1024,624.408,2721576,679576,BinarySearch,lognormal_200M_uint32
BTree,4096,692.986,680928,149751,BinarySearch,lognormal_200M_uint32
BTree,16384,792.578,170960,50290,BinarySearch,lognormal_200M_uint32
BTree,65536,909.511,43072,16874,BinarySearch,lognormal_200M_uint32
BTree,262144,1040.27,11232,6666,BinarySearch,lognormal_200M_uint32
IBTree,1,527.565,2421989256,1567796430,BinarySearch,lognormal_200M_uint32
IBTree,32,460.862,75693848,389062706,BinarySearch,lognormal_200M_uint32
IBTree,64,462.772,37850024,221029348,BinarySearch,lognormal_200M_uint32
IBTree,128,476.28,18926568,150585786,BinarySearch,lognormal_200M_uint32
IBTree,256,489.518,9464840,229057274,BinarySearch,lognormal_200M_uint32
IBTree,512,537.859,4733976,233001761,BinarySearch,lognormal_200M_uint32
IBTree,1024,615.156,2368544,150984867,BinarySearch,lognormal_200M_uint32
IBTree,2048,652.734,1188920,68242870,BinarySearch,lognormal_200M_uint32
IBTree,4096,696.931,592920,111221971,BinarySearch,lognormal_200M_uint32
IBTree,8192,732.209,299560,64327000,BinarySearch,lognormal_200M_uint32
ALEX,1,383.904,3465055848,55793241458,BinarySearch,lognormal_200M_uint32
ALEX,4,342.392,866511128,10178418746,BinarySearch,lognormal_200M_uint32
ALEX,8,313.629,433311268,4249367078,BinarySearch,lognormal_200M_uint32
ALEX,16,326.324,216778132,2111417015,BinarySearch,lognormal_200M_uint32
ALEX,32,367.28,108519416,1049857313,BinarySearch,lognormal_200M_uint32
ALEX,64,408.249,54288868,499650850,BinarySearch,lognormal_200M_uint32
ALEX,128,455.778,27219996,243509898,BinarySearch,lognormal_200M_uint32
ALEX,256,464.789,13682288,121901030,BinarySearch,lognormal_200M_uint32
ALEX,512,479.763,6858460,58184134,BinarySearch,lognormal_200M_uint32
ALEX,1024,507.403,3468936,33903922,BinarySearch,lognormal_200M_uint32
ALEX,2048,553.854,1767328,17064609,BinarySearch,lognormal_200M_uint32
ALEX,4096,621.916,912608,9084232,BinarySearch,lognormal_200M_uint32
ALEX,8192,709.233,460512,4449318,BinarySearch,lognormal_200M_uint32
MMPHF_FST,0,808.858,635020915,8664566987,BinarySearch,lognormal_200M_uint32
RBS,28,281.113,1073741828,1055250383,BinarySearch,lognormal_200M_uint32
RBS,26,277.492,268435460,287254965,BinarySearch,lognormal_200M_uint32
RBS,24,323.995,67108868,231488992,BinarySearch,lognormal_200M_uint32
RBS,22,373.453,16777220,212343598,BinarySearch,lognormal_200M_uint32
RBS,20,438.552,4194308,220180438,BinarySearch,lognormal_200M_uint32
RBS,18,496.835,1048580,210553335,BinarySearch,lognormal_200M_uint32
RBS,16,562.278,262148,209023704,BinarySearch,lognormal_200M_uint32
RBS,14,632.472,65540,207516083,BinarySearch,lognormal_200M_uint32
RBS,12,678.383,16388,363984718,BinarySearch,lognormal_200M_uint32
RBS,10,767.585,4100,430996410,BinarySearch,lognormal_200M_uint32
RBS,8,761.652,1028,208207392,BinarySearch,lognormal_200M_uint32
RobinHash,0,516.563,12884901888,401011812277,BinarySearch,lognormal_200M_uint32
BinarySearch,0,814.416,0,0,BinarySearch,lognormal_200M_uint32
